,PSGC_PROV,PROV,PSGC_CITY/MUNI,CITY/MUNI,PSGC_BRGY,BRGY,brgy_address
1998,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607001, Asin                                                                                                                                                                                                                                                           , Asin                                                                                                                                                                                                                                                             OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
1999,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607002, Bakud                                                                                                                                                                                                                                                          , Bakud                                                                                                                                                                                                                                                            OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2000,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607003, Bangday                                                                                                                                                                                                                                                        , Bangday                                                                                                                                                                                                                                                          OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2001,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607004, Baunoh                                                                                                                                                                                                                                                         , Baunoh                                                                                                                                                                                                                                                           OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2002,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607005, Bitanag                                                                                                                                                                                                                                                        , Bitanag                                                                                                                                                                                                                                                          OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2003,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607006, Bud Seit                                                                                                                                                                                                                                                       , Bud Seit                                                                                                                                                                                                                                                         OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2004,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607007, Bulangsi                                                                                                                                                                                                                                                       , Bulangsi                                                                                                                                                                                                                                                         OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2005,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607008, Datag                                                                                                                                                                                                                                                          , Datag                                                                                                                                                                                                                                                            OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2006,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607011, Kamalig                                                                                                                                                                                                                                                        , Kamalig                                                                                                                                                                                                                                                          OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2007,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607013, Kan Ukol                                                                                                                                                                                                                                                       , Kan Ukol                                                                                                                                                                                                                                                         OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2008,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607014, Kan Asaali                                                                                                                                                                                                                                                     , Kan Asaali                                                                                                                                                                                                                                                       OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2009,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607015, Kan-Dayok                                                                                                                                                                                                                                                      , Kan-Dayok                                                                                                                                                                                                                                                        OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2010,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607016, Kan-Sipat                                                                                                                                                                                                                                                      , Kan-Sipat                                                                                                                                                                                                                                                        OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2011,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607017, Kawasan                                                                                                                                                                                                                                                        , Kawasan                                                                                                                                                                                                                                                          OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2012,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607018, Kulay-kulay                                                                                                                                                                                                                                                    , Kulay-kulay                                                                                                                                                                                                                                                      OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2013,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607019, Lakit                                                                                                                                                                                                                                                          , Lakit                                                                                                                                                                                                                                                            OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2014,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607023, Lunggang                                                                                                                                                                                                                                                       , Lunggang                                                                                                                                                                                                                                                         OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2015,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607027, Parang                                                                                                                                                                                                                                                         , Parang                                                                                                                                                                                                                                                           OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2016,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607028, Lower Patibulan                                                                                                                                                                                                                                                , Lower Patibulan                                                                                                                                                                                                                                                  OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2017,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607029, Upper Patibulan                                                                                                                                                                                                                                                , Upper Patibulan                                                                                                                                                                                                                                                  OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2018,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607030, Pugad Manaul                                                                                                                                                                                                                                                   , Pugad Manaul                                                                                                                                                                                                                                                     OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2019,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607031, Puhagan                                                                                                                                                                                                                                                        , Puhagan                                                                                                                                                                                                                                                          OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2020,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607033, Seit Higad                                                                                                                                                                                                                                                     , Seit Higad                                                                                                                                                                                                                                                       OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2021,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607034, Seit Lake (Pob.)                                                                                                                                                                                                                                               , Seit Lake (Pob.)                                                                                                                                                                                                                                                 OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2022,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607036, Su-uh                                                                                                                                                                                                                                                          , Su-uh                                                                                                                                                                                                                                                            OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2023,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607037, Tabu Manuk                                                                                                                                                                                                                                                     , Tabu Manuk                                                                                                                                                                                                                                                       OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2024,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607038, Tandu-tandu                                                                                                                                                                                                                                                    , Tandu-tandu                                                                                                                                                                                                                                                      OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2025,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607039, Tayungan                                                                                                                                                                                                                                                       , Tayungan                                                                                                                                                                                                                                                         OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
2026,PH156600000, SULU                                                                                                                                                                                                                                                           ,PH156607000, OLD PANAMAO                                                                                                                                                                                                                                                    ,PH156607040, Tinah                                                                                                                                                                                                                                                          , Tinah                                                                                                                                                                                                                                                            OLD PANAMAO                                                                                                                                                                                                                                                      SULU                                                                                                                                                                                                                                                            PHILIPPINES
